i4,c10,c15,i1,r4
1711,leonard,kardashian,23,1.93
1712,ashish,bach,23,1.68
1713,cliff,skywalker,48,1.56
1714,xi,smith,23,1.78
1715,cliff,dewitt,58,1.66
1716,john,hetfield,45,1.78
1717,james,young,33,1.89
1718,randy,halford,17,1.72
1719,james,morrison,57,1.70
1720,john,polychroniou,23,1.84
1721,ioannis,malkin,24,1.76
1722,tom,halford,36,1.51
1723,leonard,osbourne,38,1.73
1724,bruce,chen,23,1.87
1725,kanna,gravano,46,1.61
1726,eric,servedio,34,1.67
1727,john,organa,19,1.95
1728,angelica,beethoven,55,1.98
1729,ethan,morrison,17,1.84
1730,dimitris,skywalker,41,1.57
1731,han,solo,34,1.83
1732,hila,polychroniou,56,1.61
1733,kim,geambasu,34,1.56
1734,malcolm,chen,10,1.73
1735,eric,papadimitriou,18,1.84
1736,joe,gravano,21,1.53
1737,han,polychroniou,13,1.93
1738,xi,hofstadter,58,1.58
1739,michael,chen,20,1.96
1740,ling,chen,38,1.81
1741,kanna,osbourne,17,1.76
1742,jim,osbourne,28,1.82
1743,hila,katz,45,1.50
1744,ashish,halford,34,1.70
1745,angelina,obama,20,1.51
1746,sheldon,hoare,27,1.82
1747,randy,organa,20,1.78
1748,xi,kardashian,20,1.88
1749,cliff,bush,37,1.93
1750,xi,polychroniou,11,1.69
1751,joe,dewitt,20,1.60
1752,jim,obama,48,1.58
1753,jeff,bellovin,14,1.72
1754,angelica,hofstadter,28,1.71
1755,xi,hetfield,46,1.78
1756,han,bush,60,1.97
1757,james,cohen,23,1.51
1758,orestis,dewitt,10,1.64
1759,dhaval,polychroniou,48,1.60
1760,cliff,hellerstein,30,1.75
1761,david,kardashian,53,1.99
1762,james,becker,38,1.60
1763,barack,chen,58,1.63
1764,randy,geambasu,13,1.72
1765,david,dewitt,18,1.66
1766,michael,gravano,17,1.83
1767,joseph,spielberg,16,1.95
1768,john,skywalker,19,1.76
1769,ozzy,organa,48,1.51
1770,orestis,polychroniou,44,1.90
1771,xi,halford,35,1.82
1772,david,katz,42,1.78
1773,jeff,hoare,27,1.64
1774,james,stonebraker,11,1.74
1775,michael,sitaridi,57,1.82
1776,james,sitaridi,60,1.55
1777,angelina,yannakakis,57,1.61
1778,john,halford,51,1.55
1779,leonard,bach,23,1.65
1780,eric,cooper,23,1.95
1781,luis,bellovin,43,1.80
1782,orestis,morrison,54,1.58
1783,vaggelis,katz,42,1.90
1784,vaggelis,paparas,10,1.81
1785,pam,stonebraker,54,1.72
1786,aaron,ross,29,1.84
1787,sebastian,paparas,10,1.82
1788,martha,papadimitriou,36,1.63
1789,tal,biliris,50,1.84
1790,david,geambasu,26,1.83
1791,leonard,hofstadter,36,1.98
1792,eric,skywalker,53,1.77
1793,leonard,stonebraker,21,1.60
1794,sebastian,yannakakis,46,1.80
1795,ling,keromutis,18,1.86
1796,barack,malkin,58,1.84
1797,barack,rhoads,45,1.87
1798,ethan,smith,49,1.50
1799,george,welles,17,1.64
1800,michael,organa,53,1.74
1801,ludwig,welles,21,1.53
1802,sheldon,beethoven,55,1.97
1803,jim,obama,41,1.77
1804,joe,polychroniou,54,1.78
1805,dimitris,cohen,45,1.52
1806,ludwig,kardashian,34,1.98
1807,ioannis,kardashian,57,1.81
1808,han,beethoven,49,1.89
1809,ling,osbourne,49,1.75
1810,luke,becker,27,1.57
1811,david,keromutis,15,1.73
1812,pam,bellovin,56,1.99
1813,jim,hofstadter,32,1.80
1814,ashish,beethoven,60,1.96
1815,cliff,malkin,48,1.97
1816,xi,ross,26,1.51
1817,tom,malkin,60,1.55
1818,tal,halford,58,1.91
1819,orestis,hanks,25,1.53
1820,daniel,stonebraker,12,1.60
1821,leonard,cooper,12,1.75
1822,jeremy,hoare,36,1.52
1823,anakin,cooper,60,1.64
1824,martha,obama,17,1.66
1825,kim,becker,20,1.56
1826,malcolm,hofstadter,13,1.83
1827,kanna,hanks,33,1.93
1828,jeremy,young,46,1.76
1829,hila,polychroniou,40,1.89
1830,bruce,dickinson,24,1.81
1831,angelina,rhoads,29,1.89
1832,leonard,morrison,33,1.77
1833,luis,bush,41,1.83
1834,ludwig,cohen,24,1.59
1835,aaron,kardashian,20,1.87
1836,james,papadimitriou,28,1.96
1837,anakin,dewitt,41,1.73
1838,martha,papadimitriou,45,1.69
1839,dimitris,yannakakis,15,1.54
1840,tal,cooper,44,1.78
1841,angus,yannakakis,52,1.90
1842,kenneth,bach,34,1.80
1843,xi,katz,11,1.84
1844,luis,katz,24,1.70
1845,joseph,bush,20,1.95
1846,angelina,ross,52,1.95
1847,ethan,cooper,41,1.97
1848,pam,hofstadter,25,1.89
1849,jim,kardashian,43,1.81
1850,joe,sitaridi,59,1.82
1851,luke,cohen,13,1.74
1852,tom,papadimitriou,41,1.68
1853,tom,cohen,14,1.65
1854,randy,halford,56,1.96
1855,alex,becker,45,1.50
1856,tal,katz,33,2.00
1857,angelica,welles,25,1.80
1858,jim,kardashian,25,1.88
1859,tal,osbourne,29,1.93
1860,joe,solo,24,2.00
1861,steven,paparas,57,1.93
1862,bruce,hofstadter,15,1.92
1863,randy,cohen,29,1.90
1864,alex,paparas,30,1.66
1865,luis,hanks,17,1.59
1866,randy,dickinson,43,1.97
1867,ozzy,rhoads,47,1.51
1868,martha,osbourne,31,1.75
1869,leonard,hoare,48,1.67
1870,angelica,keromutis,19,1.93
1871,jack,sitaridi,13,1.52
1872,john,dickinson,49,1.73
1873,ethan,ross,56,1.70
1874,tal,sitaridi,22,1.78
1875,simha,chen,14,1.73
1876,leonard,beethoven,29,2.00
1877,aaron,geambasu,31,1.81
1878,daniel,servedio,34,1.54
1879,han,bush,36,1.51
1880,randy,beethoven,23,1.89
1881,ludwig,ross,46,1.58
1882,tal,hanks,40,1.72
1883,martha,young,53,1.58
1884,joe,polychroniou,17,1.61
1885,michael,hanks,32,1.52
1886,leia,beethoven,56,1.70
1887,simha,cohen,23,1.71
1888,alex,obama,12,1.77
1889,eric,smith,28,1.88
1890,joseph,welles,18,1.72
1891,hila,keromutis,55,1.75
1892,angus,bach,20,1.51
1893,joseph,hetfield,28,1.57
1894,michael,beethoven,59,1.63
1895,joe,bach,28,1.61
1896,luke,smith,45,1.70
1897,george,skywalker,26,1.52
1898,alex,obama,28,1.99
1899,jim,morrison,52,1.87
1900,malcolm,paparas,21,1.76
1901,hila,dickinson,10,1.79
1902,ludwig,welles,42,1.73
1903,anakin,gravano,51,1.75
1904,martha,halford,53,1.75
1905,angus,papadimitriou,26,1.83
1906,ioannis,cohen,14,1.58
1907,ethan,hoare,22,1.96
1908,dhaval,becker,32,1.99
1909,kanna,cohen,48,1.98
1910,daniel,cooper,51,1.94
1911,malcolm,servedio,36,1.81
1912,kanna,hofstadter,49,1.93
1913,george,papadimitriou,16,1.54
1914,ioannis,kardashian,44,1.60
1915,joseph,ross,23,1.97
1916,michael,hanks,38,1.86
1917,david,chen,22,1.90
1918,luke,paparas,16,1.53
1919,david,hetfield,23,1.56
1920,vaggelis,welles,29,1.51
1921,xi,solo,14,2.00
1922,cliff,solo,59,1.88
1923,bruce,malkin,23,1.62
1924,steven,solo,58,1.65
1925,kanna,bach,15,1.59
1926,ioannis,cohen,23,1.86
1927,randy,servedio,18,1.51
1928,martha,young,23,1.77
1929,hila,hofstadter,34,1.92
1930,jim,polychroniou,59,1.73
1931,malcolm,ross,24,1.86
1932,george,rhoads,44,1.86
1933,luis,welles,27,1.63
1934,steven,spielberg,36,1.55
1935,joe,bellovin,15,1.84
1936,cliff,spielberg,50,1.94
1937,sebastian,skywalker,31,1.63
1938,kenneth,hellerstein,10,1.94
1939,dhaval,bach,34,1.89
1940,dimitris,rhoads,44,1.82
1941,simha,keromutis,58,1.75
1942,dimitris,organa,19,1.98
1943,steven,geambasu,28,1.90
1944,leia,young,36,1.57
1945,alex,halford,15,1.71
1946,ozzy,paparas,59,1.80
1947,george,rhoads,31,1.73
1948,dhaval,hellerstein,43,1.79
1949,dimitris,halford,53,1.55
1950,bruce,yannakakis,54,1.77
1951,jack,polychroniou,59,1.61
1952,cliff,becker,50,1.99
1953,leia,paparas,27,1.69
1954,angelica,polychroniou,11,1.65
1955,dhaval,young,16,1.72
1956,angus,organa,25,1.64
1957,barack,solo,21,1.83
1958,cliff,papadimitriou,13,1.80
1959,george,morrison,33,1.51
1960,hila,geambasu,56,1.87
1961,john,hanks,38,1.62
1962,kanna,sitaridi,30,1.53
1963,david,skywalker,15,1.50
1964,alex,dewitt,12,1.95
1965,barack,young,13,1.63
1966,steven,malkin,20,1.56
1967,jack,bellovin,51,1.57
1968,angelica,cohen,11,1.86
1969,david,welles,38,1.53
1970,jack,morrison,21,1.72
1971,adam,stonebraker,15,1.66
1972,xi,dewitt,55,1.82
1973,dimitris,ross,59,1.98
1974,eric,beethoven,55,1.83
1975,jim,papadimitriou,52,1.59
1976,michael,young,43,1.67
1977,simha,keromutis,48,1.85
1978,george,spielberg,42,2.00
1979,jeremy,cohen,25,1.61
1980,george,cohen,48,1.84
1981,eric,cooper,59,1.60
1982,orestis,gravano,53,1.67
1983,jim,stonebraker,50,1.85
1984,james,paparas,45,1.72
1985,jeff,stonebraker,32,1.97
1986,dhaval,bush,52,1.79
1987,jeremy,biliris,45,1.81
1988,orestis,hanks,28,1.97
1989,daniel,hellerstein,12,1.66
1990,bruce,solo,14,1.70
1991,angus,hellerstein,37,1.95
1992,adam,stonebraker,36,1.86
1993,jeremy,cooper,19,1.72
1994,ludwig,bush,47,1.75
1995,martha,becker,56,1.96
1996,spock,bush,49,1.63
1997,eric,ross,30,1.66
1998,barack,chen,53,1.75
1999,joe,gravano,28,1.94
2000,pam,halford,41,1.68
2001,angelina,spielberg,21,1.64
2002,xi,geambasu,13,1.98
2003,ethan,yannakakis,24,1.73
2004,malcolm,keromutis,42,1.52
2005,simha,smith,58,1.52
2006,malcolm,solo,52,1.64
2007,ashish,kardashian,12,1.60
2008,ethan,osbourne,30,1.83
2009,jeremy,young,43,1.55
2010,jim,osbourne,15,1.60
2011,james,cooper,15,1.69
2012,eric,keromutis,41,1.61
2013,jeff,hanks,26,1.78
2014,dimitris,stonebraker,43,1.58
2015,bruce,geambasu,44,1.86
2016,kanna,hanks,48,1.78
2017,leia,organa,35,1.95
2018,george,morrison,15,1.54
2019,han,smith,40,1.85
2020,orestis,spielberg,16,1.60
2021,malcolm,obama,33,1.72
2022,martha,becker,38,1.80
2023,kim,young,52,1.61
2024,sebastian,sitaridi,57,1.53
2025,kenneth,chen,41,1.97
2026,martha,cohen,48,1.60
2027,jim,hellerstein,51,1.67
2028,ashish,solo,60,1.97
2029,adam,sitaridi,53,1.72
2030,ioannis,gravano,53,1.95
2031,sheldon,organa,34,1.58
2032,bruce,dewitt,22,1.96
2033,eric,geambasu,19,1.67
2034,kanna,keromutis,23,1.97
2035,ozzy,gravano,49,1.53
2036,dimitris,dickinson,11,1.88
2037,tom,hellerstein,49,1.68
2038,angelica,smith,38,1.55
2039,cliff,cooper,18,1.77
2040,ozzy,stonebraker,43,1.96
2041,steven,smith,12,1.92
2042,kenneth,chen,22,1.91
2043,spock,rhoads,48,1.75
2044,michael,cohen,19,1.63
2045,joseph,organa,18,1.72
2046,james,papadimitriou,19,1.60
2047,dimitris,sitaridi,25,1.67
2048,randy,young,29,1.98
2049,ethan,servedio,49,1.97
2050,barack,bach,34,1.76
2051,leia,dickinson,31,1.86
2052,aaron,hanks,19,1.54
2053,kenneth,hofstadter,58,1.67
2054,adam,hanks,27,1.56
2055,daniel,ross,57,1.82
2056,aaron,malkin,44,1.90
2057,ashish,katz,52,1.72
2058,luke,hanks,35,1.90
2059,hila,osbourne,45,1.70
2060,angus,spielberg,12,1.95
2061,kanna,servedio,11,2.00
2062,spock,young,37,1.69
2063,bruce,organa,22,1.98
2064,pam,cooper,56,1.70
2065,dhaval,halford,27,1.62
2066,rocco,katz,46,1.66
2067,barack,katz,35,1.70
2068,luke,hofstadter,19,1.77
2069,malcolm,solo,22,1.61
2070,barack,keromutis,43,1.63
2071,ethan,sitaridi,43,1.95
2072,joe,spielberg,28,1.79
2073,angelica,gravano,29,1.59
2074,angelica,bach,27,1.54
2075,adam,sitaridi,32,1.92
2076,jim,paparas,47,1.55
2077,kim,katz,60,1.99
2078,john,becker,34,1.83
2079,joseph,geambasu,27,1.81
2080,tom,becker,31,1.59
2081,angelica,solo,25,1.64
2082,george,sitaridi,15,1.82
2083,tom,beethoven,12,1.51
2084,luke,hoare,20,1.89
2085,kim,obama,26,1.84
2086,orestis,becker,54,1.64
2087,cliff,keromutis,43,1.61
2088,simha,skywalker,38,1.78
2089,han,bellovin,16,1.93
2090,tom,welles,33,1.86
2091,angelina,geambasu,22,1.76
2092,kim,hoare,50,1.72
2093,adam,ross,58,1.55
2094,ethan,gravano,49,1.66
2095,ioannis,bellovin,28,1.96
2096,jeff,dewitt,19,1.96
2097,sebastian,bellovin,31,1.65
2098,ludwig,kardashian,42,1.95
2099,bruce,bellovin,14,1.95
2100,bruce,spielberg,43,1.68
2101,steven,hellerstein,53,1.54
2102,ashish,paparas,42,1.55
2103,john,becker,53,2.00
2104,cliff,bach,22,1.76
2105,aaron,ross,27,1.83
2106,jim,papadimitriou,38,1.74
2107,malcolm,geambasu,13,1.56
2108,james,welles,39,1.60
2109,angus,hoare,50,1.71
2110,barack,organa,14,1.71
2111,tal,bach,35,1.71
2112,pam,yannakakis,57,1.87
2113,malcolm,becker,37,1.88
2114,rocco,stonebraker,26,1.79
2115,bruce,servedio,46,1.94
2116,jim,ross,42,1.64
2117,ludwig,hoare,10,1.71
2118,jeff,cohen,46,1.54
2119,kim,biliris,10,1.60
2120,kanna,skywalker,43,1.71
2121,angelica,paparas,20,1.85
2122,alex,welles,32,1.51
2123,david,dickinson,42,1.57
2124,joe,hanks,50,1.88
2125,jim,papadimitriou,49,1.64
2126,xi,chen,19,1.99
2127,sheldon,hoare,50,1.59
2128,kim,young,53,1.72
2129,sheldon,hanks,41,1.78
2130,bruce,paparas,52,1.53
2131,kanna,skywalker,30,1.99
2132,aaron,keromutis,44,1.84
2133,ethan,rhoads,26,1.97
2134,angelica,ross,18,1.75
2135,ashish,keromutis,40,1.98
2136,david,hofstadter,35,1.98
2137,ioannis,beethoven,54,1.55
2138,ashish,servedio,10,1.60
2139,john,smith,33,1.71
2140,cliff,polychroniou,46,1.56
2141,jim,dickinson,53,1.77
2142,adam,sitaridi,34,1.75
2143,george,dewitt,58,1.78
2144,jim,keromutis,52,1.97
2145,angelina,spielberg,37,1.60
2146,ozzy,biliris,37,1.78
2147,ashish,biliris,29,2.00
2148,han,beethoven,38,1.80
2149,ludwig,obama,14,1.95
2150,adam,dewitt,27,1.78
2151,malcolm,rhoads,44,1.90
2152,ioannis,servedio,15,2.00
2153,rocco,hofstadter,32,1.56
2154,barack,hanks,40,1.99
2155,tal,skywalker,43,2.00
2156,angus,skywalker,46,1.85
2157,joseph,rhoads,26,1.90
2158,aaron,hofstadter,52,1.58
2159,pam,smith,13,1.75
2160,adam,chen,55,1.58
2161,ozzy,smith,21,1.66
2162,orestis,gravano,39,1.66
2163,simha,solo,49,1.61
2164,malcolm,dewitt,11,1.74
2165,david,ross,59,1.67
2166,leonard,hetfield,39,1.64
2167,kanna,becker,39,1.82
2168,joseph,young,30,1.98
2169,barack,beethoven,37,1.55
2170,xi,beethoven,23,1.55
2171,aaron,malkin,37,1.51
2172,orestis,bellovin,20,1.78
2173,angus,morrison,29,1.84
2174,malcolm,servedio,51,1.72
2175,james,ross,58,1.69
2176,luke,hetfield,32,1.92
2177,dimitris,hofstadter,14,2.00
2178,aaron,malkin,11,1.92
2179,leia,halford,41,1.79
2180,john,keromutis,41,1.65
2181,luis,sitaridi,30,1.74
2182,joe,becker,42,1.85
2183,tom,cohen,26,1.53
2184,rocco,organa,31,1.62
2185,luke,papadimitriou,16,2.00
2186,kim,hanks,19,1.58
2187,kenneth,biliris,36,1.90
2188,malcolm,beethoven,27,1.56
2189,xi,bush,34,1.61
2190,luke,welles,31,1.80
2191,jim,beethoven,51,1.61
2192,hila,papadimitriou,51,1.86
2193,michael,gravano,59,1.72
2194,luke,bellovin,18,1.82
2195,sebastian,hellerstein,41,1.84
2196,sheldon,stonebraker,12,1.72
2197,john,bellovin,26,1.50
2198,leia,katz,35,1.88
2199,ethan,bush,47,1.90
2200,ling,bush,41,1.51
2201,hila,stonebraker,19,1.53
2202,alex,halford,26,1.68
2203,cliff,hetfield,15,1.98
2204,angelina,geambasu,43,1.57
2205,barack,spielberg,39,2.00
2206,ashish,yannakakis,57,1.79
2207,ioannis,young,41,1.83
2208,luis,chen,12,1.86
2209,spock,becker,44,1.86
2210,cliff,organa,14,2.00
2211,kim,bach,55,1.84
2212,ethan,hellerstein,52,1.51
2213,barack,geambasu,44,1.95
2214,john,gravano,55,1.54
2215,michael,bellovin,18,2.00
2216,alex,paparas,37,1.60
2217,john,malkin,31,1.60
2218,luis,keromutis,38,2.00
2219,ioannis,hellerstein,56,1.97
2220,jim,smith,56,1.87
2221,kanna,halford,43,1.53
2222,kanna,geambasu,29,1.77
2223,cliff,yannakakis,24,1.77
2224,ludwig,dewitt,17,1.92
2225,ling,keromutis,40,1.78
2226,rocco,osbourne,52,1.57
2227,david,papadimitriou,16,1.61
2228,cliff,geambasu,58,1.76
2229,angelica,skywalker,17,1.81
2230,anakin,keromutis,14,1.77
2231,jim,becker,53,1.68
2232,leonard,halford,31,2.00
2233,angus,hanks,31,1.75
2234,alex,yannakakis,20,1.87
2235,sheldon,beethoven,44,1.91
2236,luke,hanks,60,1.56
2237,angelica,hanks,39,1.56
2238,sheldon,hellerstein,36,1.57
2239,sheldon,stonebraker,60,1.94
2240,jim,keromutis,55,1.95
2241,sebastian,geambasu,56,1.66
2242,anakin,papadimitriou,44,1.55
2243,angelica,beethoven,30,1.92
2244,jim,organa,14,1.69
2245,ludwig,bellovin,37,1.84
2246,adam,cooper,27,1.77
2247,martha,hetfield,10,1.91
2248,barack,morrison,42,1.95
2249,luke,gravano,12,1.77
2250,barack,organa,21,1.86
2251,cliff,cooper,24,1.82
2252,leia,hoare,18,1.68
2253,joseph,skywalker,43,1.59
2254,rocco,ross,42,2.00
2255,sebastian,rhoads,54,1.82
2256,aaron,young,38,1.75
2257,martha,bach,58,1.80
2258,jim,spielberg,21,1.59
2259,pam,cooper,26,1.75
2260,ling,kardashian,26,1.99
2261,ozzy,malkin,19,1.99
2262,ashish,keromutis,59,1.91
2263,cliff,obama,47,1.92
2264,james,kardashian,19,1.89
2265,pam,dickinson,35,1.57
2266,angus,morrison,60,1.60
2267,malcolm,rhoads,56,1.66
2268,martha,halford,54,1.61
2269,rocco,rhoads,23,1.52
2270,vaggelis,chen,53,1.61
2271,daniel,hetfield,23,1.53
2272,randy,young,18,1.72
2273,orestis,bellovin,27,1.57
2274,leia,ross,34,1.67
2275,joseph,beethoven,11,1.70
2276,jeremy,cooper,51,1.95
2277,sebastian,hellerstein,31,1.53
2278,pam,morrison,14,1.88
2279,kanna,halford,43,1.67
2280,bruce,osbourne,52,1.66
2281,aaron,bellovin,45,1.59
2282,barack,dickinson,24,1.84
2283,spock,ross,37,1.65
2284,vaggelis,yannakakis,32,1.93
2285,vaggelis,becker,56,1.93
2286,orestis,malkin,35,1.74
2287,ling,papadimitriou,13,1.83
2288,leonard,hetfield,29,1.70
2289,simha,young,44,1.54
2290,alex,stonebraker,45,1.99
2291,john,paparas,58,1.86
2292,adam,katz,12,1.70
2293,barack,katz,17,1.72
2294,steven,hellerstein,22,1.56
2295,jeremy,cohen,23,1.91
2296,sheldon,osbourne,41,1.82
2297,barack,hellerstein,51,1.89
2298,luke,bush,47,1.75
2299,aaron,hetfield,31,1.85
2300,simha,yannakakis,20,1.99
2301,barack,biliris,42,1.67
2302,aaron,gravano,35,1.68
2303,jack,dewitt,31,1.88
2304,han,spielberg,15,1.76
2305,sebastian,hofstadter,12,1.96
2306,tom,organa,35,1.89
2307,barack,young,52,1.71
2308,tom,beethoven,26,1.51
2309,luke,papadimitriou,39,1.72
2310,john,bush,10,1.54
2311,leia,servedio,25,1.72
2312,eric,obama,51,1.96
2313,sheldon,smith,49,1.67
2314,ludwig,spielberg,49,1.88
2315,daniel,dewitt,13,1.80
2316,luis,cohen,26,1.69
2317,jim,bellovin,48,1.69
2318,jim,yannakakis,38,1.89
2319,angelica,keromutis,60,1.67
2320,simha,servedio,55,1.64
2321,ling,hanks,47,1.57
2322,orestis,young,49,1.75
2323,joseph,solo,14,1.66
2324,john,welles,42,1.70
2325,bruce,spielberg,40,1.69
2326,jack,skywalker,35,1.82
2327,george,obama,59,1.75
2328,michael,becker,22,1.67
2329,barack,geambasu,14,1.73
2330,george,bellovin,30,1.67
2331,kanna,dickinson,45,1.75
2332,dhaval,osbourne,28,1.91
2333,dhaval,morrison,29,1.72
2334,leonard,skywalker,17,1.94
2335,angelina,hellerstein,22,1.80
2336,xi,smith,60,2.00
2337,han,welles,46,1.53
2338,sheldon,malkin,30,1.81
2339,ashish,organa,30,1.80
2340,leonard,ross,41,1.62
2341,ling,geambasu,30,2.00
2342,daniel,biliris,24,1.77
2343,barack,cohen,51,1.51
2344,randy,hoare,30,1.64
2345,simha,young,51,1.80
2346,david,solo,22,1.86
2347,adam,katz,23,1.82
2348,bruce,stonebraker,23,1.94
2349,ethan,becker,49,1.83
2350,kim,geambasu,54,1.78
2351,orestis,dewitt,25,1.58
2352,alex,becker,60,1.59
2353,xi,beethoven,59,1.65
2354,jeff,halford,23,1.61
2355,david,kardashian,58,1.50
2356,ashish,skywalker,48,1.85
2357,dhaval,ross,55,1.76
2358,angelica,welles,23,1.88
2359,james,ross,44,1.52
2360,dhaval,young,41,1.84
2361,leia,kardashian,33,1.79
2362,simha,dewitt,47,1.60
2363,jim,paparas,52,1.58
2364,ioannis,dewitt,25,1.53
2365,ludwig,bellovin,45,1.84
2366,david,sitaridi,48,1.98
2367,adam,geambasu,19,1.72
2368,tal,smith,19,1.90
2369,ling,beethoven,60,1.82
2370,adam,bush,23,1.60
2371,adam,solo,42,1.54
2372,xi,keromutis,30,1.71
2373,pam,geambasu,52,1.54
2374,malcolm,cooper,51,1.54
2375,jeff,halford,21,2.00
2376,george,geambasu,41,1.95
2377,michael,bellovin,48,1.80
2378,jim,biliris,31,1.75
2379,james,dewitt,27,1.77
2380,pam,gravano,55,1.87
2381,barack,rhoads,36,1.61
2382,orestis,hellerstein,26,1.67
2383,ethan,bach,28,1.51
2384,ioannis,polychroniou,45,1.99
2385,cliff,cooper,50,1.97
2386,tal,smith,57,1.60
2387,daniel,chen,18,1.88
2388,kanna,servedio,46,1.77
2389,jeremy,cooper,14,1.62
2390,anakin,stonebraker,25,1.95
2391,martha,becker,58,1.83
2392,martha,stonebraker,23,1.56
2393,ethan,organa,32,1.77
2394,han,biliris,30,1.69
2395,luis,ross,18,1.78
2396,tom,organa,28,1.68
2397,angus,rhoads,54,1.97
2398,vaggelis,cooper,37,1.58
2399,eric,cohen,37,1.99
2400,kenneth,dickinson,38,1.64
2401,bruce,yannakakis,13,2.00
2402,ling,katz,36,1.73
2403,rocco,spielberg,39,1.58
2404,simha,bellovin,57,1.71
2405,jeremy,obama,49,1.64
2406,dimitris,young,29,1.90
2407,ioannis,young,43,1.70
2408,joseph,becker,33,1.60
2409,malcolm,skywalker,11,1.50
2410,ashish,paparas,35,1.51
2411,kanna,katz,12,1.53
2412,ioannis,gravano,52,2.00
2413,angus,dewitt,34,1.80
2414,jack,osbourne,58,1.67
2415,orestis,osbourne,58,1.55
2416,rocco,solo,54,1.95
2417,sheldon,hoare,36,1.69
2418,dhaval,skywalker,50,1.50
2419,luke,morrison,51,1.93
2420,ethan,sitaridi,54,1.83
2421,joseph,hanks,49,1.67
2422,luke,bellovin,22,1.60
2423,jack,papadimitriou,50,1.84
2424,jim,hofstadter,13,1.57
2425,randy,skywalker,24,1.79
2426,leonard,solo,10,1.79
2427,bruce,chen,19,1.65
2428,adam,hoare,50,1.52
2429,aaron,gravano,25,1.78
2430,orestis,beethoven,58,1.51
2431,michael,ross,17,1.87
2432,luke,biliris,45,1.61
2433,malcolm,hellerstein,49,1.73
2434,dimitris,cohen,35,1.63
2435,kenneth,kardashian,43,1.84
2436,steven,organa,19,1.73
2437,malcolm,bush,41,1.99
2438,simha,dewitt,51,1.78
2439,randy,biliris,56,1.98
2440,george,young,10,1.54
2441,dimitris,polychroniou,25,1.90
2442,jeff,bellovin,36,1.91
2443,angelina,sitaridi,16,1.58
2444,sebastian,dewitt,23,1.65
2445,spock,hofstadter,27,1.94
2446,leia,hanks,31,1.57
2447,ioannis,hofstadter,28,1.92
2448,luke,osbourne,19,1.93
2449,barack,organa,11,2.00
2450,adam,malkin,23,1.51
2451,rocco,keromutis,31,1.69
2452,jim,smith,29,1.58
2453,james,gravano,19,1.86
2454,malcolm,rhoads,18,1.55
2455,ashish,smith,44,1.50
2456,han,obama,49,1.68
2457,barack,skywalker,17,1.90
2458,angelica,chen,53,1.71
2459,jeremy,biliris,22,1.89
2460,vaggelis,obama,29,1.55
2461,joseph,dickinson,30,1.79
2462,joseph,paparas,41,1.79
2463,aaron,ross,29,1.64
2464,james,morrison,56,1.82
2465,jeremy,geambasu,13,1.77
2466,adam,bush,19,1.71
2467,martha,welles,18,1.96
2468,ioannis,hanks,12,1.78
2469,jim,osbourne,10,1.72
2470,leonard,polychroniou,26,1.81
2471,daniel,katz,59,1.59
2472,jeremy,hoare,34,1.68
2473,pam,becker,58,1.78
2474,john,morrison,12,1.81
2475,sebastian,ross,45,1.86
2476,simha,welles,53,1.87
2477,luis,hanks,15,1.93
2478,steven,kardashian,46,1.71
2479,han,dickinson,28,1.59
2480,dimitris,young,18,1.92
2481,ling,bach,49,1.80
2482,jim,keromutis,57,1.65
2483,xi,halford,47,1.82
2484,ozzy,geambasu,15,1.53
2485,luke,yannakakis,44,1.60
2486,leia,gravano,20,1.94
2487,sebastian,obama,41,1.78
2488,randy,bellovin,10,1.89
2489,eric,ross,13,1.89
2490,aaron,osbourne,48,1.74
2491,david,young,27,1.99
2492,aaron,polychroniou,58,1.72
2493,malcolm,polychroniou,26,1.55
2494,ashish,kardashian,32,1.76
2495,barack,gravano,14,1.53
2496,orestis,becker,45,1.55
2497,dimitris,hofstadter,46,1.62
2498,ling,osbourne,36,1.73
2499,bruce,geambasu,23,1.93
2500,cliff,hoare,54,1.61
2501,martha,katz,17,1.84
2502,adam,hetfield,51,1.53
2503,leonard,papadimitriou,46,1.69
2504,steven,dickinson,16,1.95
2505,leia,paparas,48,1.92
2506,eric,osbourne,18,1.88
2507,ozzy,welles,16,1.97
2508,sheldon,polychroniou,48,1.75
2509,vaggelis,skywalker,22,1.69
2510,anakin,dewitt,40,1.77
2511,dimitris,bush,10,1.65
2512,rocco,biliris,21,1.56
2513,bruce,spielberg,18,1.73
2514,rocco,yannakakis,57,1.91
2515,luke,katz,43,1.78
2516,dimitris,bach,51,1.96
2517,george,papadimitriou,38,1.52
2518,leia,spielberg,50,1.57
2519,barack,ross,53,1.64
2520,john,keromutis,32,1.78
2521,daniel,geambasu,40,1.54
2522,ioannis,katz,11,1.50
2523,sebastian,bush,59,1.59
2524,sheldon,kardashian,25,1.89
2525,david,obama,13,1.67
2526,john,organa,27,1.93
2527,tal,keromutis,11,1.59
2528,ozzy,chen,54,1.98
2529,xi,stonebraker,34,1.98
2530,anakin,bush,36,1.75
2531,luis,kardashian,15,1.74
2532,bruce,yannakakis,39,1.95
2533,ludwig,malkin,56,1.82
2534,sebastian,geambasu,15,1.62
2535,joe,beethoven,15,1.81
2536,malcolm,gravano,55,1.73
2537,pam,papadimitriou,34,1.68
2538,aaron,dickinson,28,2.00
2539,angus,osbourne,22,1.73
