i4,c10,c15,i1,r4
1714,hila,solo,10,1.92
1715,ashish,bach,34,1.72
1716,jim,smith,39,1.89
1717,ling,dewitt,15,1.58
1718,adam,osbourne,40,1.71
1719,eric,young,54,1.89
1720,dimitris,young,25,1.70
1721,eric,bellovin,40,1.56
1722,kim,obama,55,1.55
1723,pam,smith,16,1.69
1724,leonard,stonebraker,48,1.59
1725,orestis,hoare,34,1.93
1726,randy,keromutis,19,1.78
1727,daniel,katz,16,1.52
1728,martha,yannakakis,25,1.96
1729,angelina,cohen,12,1.96
1730,alex,smith,23,1.72
1731,george,dickinson,10,1.94
1732,david,bach,38,1.88
1733,david,hanks,12,1.77
1734,dimitris,cohen,43,1.61
1735,kim,biliris,52,1.63
1736,pam,papadimitriou,22,1.56
1737,dimitris,hanks,43,1.90
1738,anakin,morrison,13,1.70
1739,david,geambasu,57,1.53
1740,john,papadimitriou,20,1.99
1741,leonard,beethoven,45,1.62
1742,kim,hoare,35,1.68
1743,leia,skywalker,28,1.66
1744,cliff,sitaridi,32,1.54
1745,steven,morrison,35,1.79
1746,orestis,hellerstein,39,1.52
1747,david,papadimitriou,10,2.00
1748,bruce,hellerstein,22,1.85
1749,angelina,dickinson,12,1.98
1750,john,bush,12,1.77
1751,luke,polychroniou,17,1.95
1752,steven,kardashian,23,1.53
1753,leia,kardashian,31,1.62
1754,kim,organa,25,2.00
1755,pam,stonebraker,49,1.91
1756,adam,welles,55,1.50
1757,ling,dickinson,49,1.72
1758,ethan,stonebraker,16,1.92
1759,simha,hellerstein,40,1.88
1760,adam,hoare,11,1.93
1761,angelina,geambasu,38,1.72
1762,leia,welles,48,1.93
1763,leonard,chen,51,1.50
1764,ozzy,hellerstein,39,1.60
1765,spock,gravano,18,1.67
1766,martha,ross,29,1.64
1767,joe,bellovin,11,1.99
1768,luke,skywalker,25,1.52
1769,kanna,becker,48,1.93
1770,joseph,halford,48,2.00
1771,pam,biliris,35,1.53
1772,han,becker,32,1.53
1773,jeremy,becker,58,1.80
1774,jeremy,hellerstein,56,1.67
1775,xi,dickinson,48,1.98
1776,kenneth,organa,35,1.52
1777,simha,becker,52,1.87
1778,david,solo,32,1.53
1779,malcolm,smith,45,1.98
1780,anakin,hellerstein,22,1.81
1781,kim,kardashian,58,1.60
1782,eric,halford,35,1.93
1783,bruce,spielberg,31,1.62
1784,malcolm,chen,20,1.70
1785,orestis,stonebraker,23,1.51
1786,rocco,skywalker,12,1.60
1787,luis,beethoven,39,1.88
1788,jeff,obama,11,1.92
1789,daniel,becker,43,1.99
1790,jack,dickinson,53,1.82
1791,pam,ross,27,1.64
1792,angelina,cooper,50,1.77
1793,dhaval,spielberg,42,1.78
1794,xi,paparas,51,1.85
1795,bruce,stonebraker,35,1.70
1796,joseph,bach,53,1.50
1797,john,stonebraker,49,2.00
1798,luis,obama,27,1.81
1799,michael,geambasu,40,1.84
1800,anakin,spielberg,52,1.95
1801,jim,geambasu,52,1.99
1802,barack,polychroniou,12,1.83
1803,dimitris,rhoads,26,1.51
1804,simha,yannakakis,34,1.83
1805,george,keromutis,48,1.62
1806,kanna,gravano,46,1.54
1807,george,smith,49,1.91
1808,david,skywalker,42,1.80
1809,ashish,hetfield,50,1.74
1810,daniel,solo,47,1.66
1811,tal,stonebraker,29,1.53
1812,david,ross,54,1.93
1813,jim,stonebraker,14,1.81
1814,angelica,bush,42,1.91
1815,jim,kardashian,28,1.70
1816,malcolm,solo,30,2.00
1817,vaggelis,malkin,47,1.84
1818,cliff,morrison,19,1.73
1819,cliff,smith,45,1.78
1820,martha,malkin,38,1.78
1821,kenneth,malkin,29,1.83
1822,leonard,hoare,50,1.50
1823,jack,katz,26,1.82
1824,vaggelis,polychroniou,31,1.86
1825,ludwig,paparas,16,1.82
1826,bruce,hoare,43,1.66
1827,luke,chen,51,1.67
1828,tal,bellovin,21,1.69
1829,barack,paparas,55,1.54
1830,david,spielberg,35,1.58
1831,cliff,hanks,29,1.91
1832,john,halford,60,1.64
1833,leia,smith,20,1.80
1834,luke,gravano,14,1.67
1835,james,kardashian,11,1.70
1836,luke,sitaridi,15,1.87
1837,james,servedio,46,1.50
1838,james,malkin,30,1.60
1839,martha,keromutis,54,1.63
1840,george,solo,53,1.67
1841,dhaval,gravano,57,1.52
1842,dimitris,stonebraker,14,1.76
1843,george,solo,16,1.55
1844,sheldon,osbourne,31,1.61
1845,ling,halford,12,1.56
1846,ioannis,gravano,52,1.97
1847,luke,rhoads,24,1.59
1848,joe,biliris,17,1.81
1849,ethan,polychroniou,22,1.79
1850,daniel,keromutis,13,1.66
1851,daniel,chen,16,1.59
1852,john,yannakakis,54,1.77
1853,randy,osbourne,60,1.71
1854,bruce,malkin,21,1.65
1855,angelica,papadimitriou,47,1.75
1856,angus,hoare,30,1.68
1857,adam,paparas,47,1.57
1858,angus,bach,34,1.90
1859,leonard,biliris,41,1.80
1860,john,osbourne,59,1.74
1861,jeff,solo,44,1.72
1862,leia,sitaridi,22,1.95
1863,tal,dewitt,18,1.73
1864,alex,cooper,44,1.52
1865,ozzy,hoare,22,1.96
1866,angus,obama,11,1.61
1867,alex,hofstadter,10,1.82
1868,eric,obama,43,1.99
1869,ludwig,chen,20,1.92
1870,michael,solo,25,1.97
1871,martha,polychroniou,36,1.73
1872,adam,hellerstein,56,1.85
1873,hila,organa,27,1.83
1874,anakin,paparas,56,1.68
1875,barack,ross,13,1.70
1876,sebastian,keromutis,37,1.61
1877,malcolm,hoare,27,1.61
1878,jeremy,hanks,50,1.82
1879,luis,spielberg,45,1.66
1880,michael,sitaridi,49,1.54
1881,pam,bush,52,1.80
1882,john,becker,23,1.88
1883,malcolm,geambasu,33,1.91
1884,luis,beethoven,47,1.50
1885,bruce,bach,50,1.79
1886,leia,becker,54,1.79
1887,ling,chen,28,1.52
1888,tal,geambasu,58,1.81
1889,spock,keromutis,59,1.90
1890,ludwig,hellerstein,11,1.86
1891,sebastian,malkin,43,1.74
1892,martha,geambasu,14,1.95
1893,angelina,gravano,38,1.94
1894,bruce,yannakakis,56,1.96
1895,sheldon,beethoven,46,1.63
1896,jack,kardashian,33,1.57
1897,ashish,hoare,19,1.71
1898,tom,halford,40,1.60
1899,steven,dickinson,19,1.87
1900,xi,hellerstein,52,1.63
1901,randy,keromutis,20,1.94
1902,ioannis,geambasu,30,1.55
1903,barack,biliris,27,1.55
1904,jeremy,yannakakis,25,1.64
1905,ludwig,halford,15,1.99
1906,angus,solo,59,1.59
1907,kenneth,hellerstein,34,1.57
1908,kenneth,bush,13,1.66
1909,angelina,solo,41,1.88
1910,joseph,servedio,19,1.50
1911,aaron,bellovin,32,1.50
1912,john,dickinson,36,1.61
1913,james,hetfield,26,1.55
1914,ashish,gravano,20,1.90
1915,kanna,chen,46,1.84
1916,cliff,obama,53,1.63
1917,kim,geambasu,40,1.73
1918,david,halford,14,1.90
1919,adam,bach,32,1.50
1920,ling,solo,13,1.72
1921,jeff,cooper,49,1.95
1922,jim,kardashian,35,1.99
1923,orestis,young,56,1.85
1924,anakin,cohen,23,1.88
1925,kim,hofstadter,27,1.67
1926,jeff,keromutis,23,1.96
1927,xi,spielberg,59,1.59
1928,sheldon,hellerstein,37,1.77
1929,ashish,bush,59,1.90
1930,dimitris,chen,42,1.73
1931,angelica,servedio,34,1.51
1932,ling,malkin,39,1.61
1933,ling,paparas,43,1.70
1934,randy,organa,13,1.70
1935,jim,stonebraker,26,1.51
1936,ioannis,biliris,52,1.67
1937,steven,dewitt,35,1.90
1938,kanna,geambasu,47,1.57
1939,randy,dickinson,34,1.85
1940,angelina,skywalker,56,1.52
1941,david,morrison,16,1.52
1942,spock,geambasu,31,1.59
1943,cliff,stonebraker,19,1.61
1944,luke,solo,44,1.50
1945,john,stonebraker,38,1.59
1946,daniel,malkin,55,1.64
1947,jim,hoare,30,1.68
1948,orestis,sitaridi,26,1.90
1949,james,becker,38,1.97
1950,luke,bellovin,24,1.73
1951,george,becker,11,1.73
1952,rocco,young,30,1.59
1953,vaggelis,dickinson,20,1.98
1954,kim,organa,16,1.54
1955,john,yannakakis,13,1.50
1956,bruce,paparas,44,1.94
1957,jeff,paparas,30,1.61
1958,rocco,stonebraker,44,1.84
1959,dimitris,hellerstein,12,1.59
1960,martha,beethoven,48,1.72
1961,david,polychroniou,55,1.98
1962,joe,yannakakis,49,1.75
1963,ozzy,keromutis,52,1.66
1964,vaggelis,cohen,30,1.75
1965,bruce,yannakakis,54,1.64
1966,kanna,hoare,46,1.77
1967,angelica,becker,14,1.88
1968,james,osbourne,25,1.92
1969,barack,hanks,15,1.59
1970,dhaval,dewitt,49,1.68
1971,leonard,bush,31,1.54
1972,pam,beethoven,51,1.65
1973,malcolm,paparas,43,1.84
1974,jim,malkin,38,1.93
1975,barack,hellerstein,36,1.82
1976,martha,young,24,1.91
1977,orestis,bush,35,1.70
1978,barack,dewitt,25,1.88
1979,hila,solo,49,1.86
1980,ludwig,young,46,1.79
1981,martha,kardashian,39,1.68
1982,michael,malkin,55,1.56
1983,jeff,dickinson,38,1.95
1984,randy,biliris,28,1.92
1985,dimitris,obama,27,1.67
1986,adam,bach,55,1.82
1987,steven,hoare,28,1.57
1988,james,bush,55,1.53
1989,kim,welles,30,1.73
1990,joseph,obama,57,1.89
1991,randy,hofstadter,58,1.74
1992,george,geambasu,11,1.65
1993,ozzy,polychroniou,34,1.93
1994,cliff,katz,44,1.93
1995,angelica,papadimitriou,15,1.76
1996,spock,yannakakis,41,2.00
1997,dimitris,hanks,15,1.50
1998,ethan,malkin,49,1.76
1999,ozzy,bellovin,49,1.86
2000,ioannis,gravano,23,1.65
2001,pam,gravano,54,1.61
2002,jack,cohen,55,1.51
2003,bruce,young,45,1.75
2004,luis,ross,38,1.65
2005,kim,chen,55,1.83
2006,daniel,chen,10,1.84
2007,angus,dewitt,30,1.63
2008,tom,skywalker,10,1.57
2009,hila,solo,50,1.68
2010,ethan,welles,33,1.58
2011,george,hoare,60,1.57
2012,bruce,solo,12,1.78
2013,orestis,malkin,25,1.97
2014,jeff,beethoven,34,1.90
2015,martha,gravano,26,1.68
2016,kanna,papadimitriou,24,1.92
2017,cliff,hofstadter,25,1.78
2018,daniel,hoare,59,1.62
2019,ioannis,welles,10,1.99
2020,martha,organa,37,1.77
2021,leia,cooper,12,1.92
2022,jim,sitaridi,35,1.51
2023,angelica,cooper,47,1.65
2024,joe,hellerstein,47,1.50
2025,joe,sitaridi,28,1.52
2026,kanna,rhoads,17,1.66
2027,simha,halford,33,1.82
2028,sheldon,stonebraker,59,2.00
2029,tom,kardashian,42,1.50
2030,barack,hetfield,13,1.81
2031,sheldon,stonebraker,48,1.64
2032,sebastian,rhoads,52,1.75
2033,angelina,osbourne,15,1.59
2034,angelica,rhoads,32,1.62
2035,malcolm,obama,37,1.96
2036,luis,obama,41,1.75
2037,barack,malkin,15,1.62
2038,hila,paparas,30,1.83
2039,spock,ross,25,1.82
2040,barack,geambasu,13,1.82
2041,barack,hofstadter,57,1.59
2042,cliff,welles,13,1.68
2043,ashish,yannakakis,49,1.54
2044,jeff,biliris,53,1.69
2045,angelina,dickinson,12,1.72
2046,john,stonebraker,22,1.97
2047,rocco,kardashian,23,1.77
2048,han,papadimitriou,51,1.66
2049,bruce,stonebraker,48,1.61
2050,randy,cooper,44,1.65
2051,luis,beethoven,34,1.97
2052,barack,osbourne,35,1.66
2053,aaron,chen,30,1.51
2054,jim,hanks,54,1.82
2055,james,bellovin,45,1.81
2056,anakin,servedio,49,1.75
2057,ludwig,hofstadter,26,1.76
2058,cliff,bush,41,2.00
2059,steven,hetfield,42,1.54
2060,pam,ross,17,1.81
2061,leonard,yannakakis,59,1.51
2062,angus,beethoven,41,1.66
2063,angelica,young,40,1.91
2064,han,halford,50,1.68
2065,jeremy,geambasu,25,1.56
2066,ozzy,young,54,1.70
2067,jeff,keromutis,47,2.00
2068,pam,hanks,58,1.68
2069,leia,welles,25,1.96
2070,sheldon,welles,25,1.71
2071,tom,yannakakis,37,1.95
2072,kim,morrison,36,1.66
2073,joseph,keromutis,25,1.91
2074,sheldon,hellerstein,37,1.83
2075,spock,ross,35,1.89
2076,leia,organa,57,1.73
2077,joseph,sitaridi,10,1.87
2078,daniel,polychroniou,21,1.65
2079,barack,paparas,53,1.88
2080,malcolm,spielberg,38,1.69
2081,george,ross,11,1.93
2082,vaggelis,sitaridi,37,1.79
2083,jim,hofstadter,28,1.52
2084,alex,cooper,32,1.89
2085,kim,beethoven,56,1.73
2086,vaggelis,halford,59,1.81
2087,leia,kardashian,53,1.92
2088,han,malkin,57,1.70
2089,sebastian,geambasu,22,1.73
2090,xi,kardashian,53,1.64
2091,jim,hanks,24,1.60
2092,ioannis,skywalker,15,1.61
2093,jeremy,becker,15,1.75
2094,joe,organa,52,1.53
2095,joe,cohen,56,1.84
2096,tal,morrison,57,1.92
2097,eric,dickinson,36,1.83
2098,kanna,dewitt,41,1.69
2099,george,papadimitriou,10,1.70
2100,john,geambasu,36,1.56
2101,jeff,geambasu,43,1.55
2102,ling,hofstadter,20,1.74
2103,orestis,dewitt,14,1.55
2104,jack,becker,10,1.50
2105,cliff,malkin,60,1.77
2106,ozzy,malkin,51,1.54
2107,simha,servedio,35,1.91
2108,joe,paparas,52,1.50
2109,tom,yannakakis,23,1.75
2110,martha,osbourne,24,1.99
2111,tal,smith,52,1.69
2112,jim,yannakakis,45,1.93
2113,ling,kardashian,15,1.84
2114,michael,cooper,46,1.96
2115,jeremy,bush,50,1.60
2116,ludwig,stonebraker,44,1.82
2117,martha,osbourne,37,1.71
2118,ashish,hanks,45,1.65
2119,ozzy,polychroniou,32,1.50
2120,ludwig,malkin,12,1.81
2121,anakin,hetfield,33,1.57
2122,sheldon,rhoads,23,1.84
2123,alex,kardashian,54,1.52
2124,john,cooper,27,1.77
2125,han,young,27,1.68
2126,spock,hanks,24,1.76
2127,vaggelis,bach,54,1.60
2128,sheldon,servedio,38,1.71
2129,kim,hellerstein,16,1.51
2130,steven,bach,52,1.69
2131,ozzy,cooper,15,1.85
2132,ethan,young,53,1.98
2133,anakin,bush,34,1.84
2134,jim,ross,25,1.62
2135,alex,bellovin,37,1.83
2136,kim,young,28,1.55
2137,dimitris,hellerstein,46,1.75
2138,malcolm,dickinson,52,1.51
2139,joseph,keromutis,28,1.72
2140,barack,skywalker,37,1.85
2141,alex,young,16,1.76
2142,jeff,hetfield,20,1.96
2143,ozzy,osbourne,58,1.62
2144,steven,malkin,22,1.91
2145,anakin,osbourne,21,1.72
2146,jim,young,31,1.77
2147,ioannis,geambasu,37,1.63
2148,rocco,organa,60,1.53
2149,barack,skywalker,26,1.80
2150,kim,sitaridi,10,1.50
2151,jeff,bellovin,43,1.99
2152,luke,sitaridi,35,1.69
2153,david,papadimitriou,44,1.60
2154,vaggelis,kardashian,54,1.79
2155,sheldon,young,12,1.95
2156,vaggelis,becker,38,1.76
2157,george,morrison,53,1.68
2158,dimitris,gravano,16,1.94
2159,ludwig,hellerstein,44,1.64
2160,kanna,halford,15,1.58
2161,barack,dewitt,45,1.89
2162,george,katz,26,1.79
2163,han,hetfield,58,1.93
2164,barack,smith,58,2.00
2165,tom,keromutis,37,1.64
2166,alex,gravano,25,1.84
2167,barack,obama,10,1.73
2168,han,organa,37,1.55
2169,jack,osbourne,40,1.62
2170,ling,dickinson,29,1.70
2171,john,solo,18,1.66
2172,joe,malkin,39,1.80
2173,vaggelis,papadimitriou,53,1.55
2174,sheldon,katz,32,1.82
2175,aaron,bach,24,1.98
2176,ludwig,rhoads,20,1.91
2177,tom,young,15,1.64
2178,john,sitaridi,14,1.75
2179,simha,obama,12,1.87
2180,hila,morrison,22,1.55
2181,ling,skywalker,43,1.79
2182,ling,malkin,17,1.80
2183,angelina,beethoven,11,1.71
2184,george,geambasu,33,1.86
2185,adam,dewitt,15,1.78
2186,joseph,obama,14,1.84
2187,george,halford,32,1.81
2188,joe,polychroniou,27,1.59
2189,vaggelis,paparas,27,1.50
2190,xi,sitaridi,49,2.00
2191,hila,servedio,43,1.64
2192,ioannis,bellovin,55,1.55
2193,joe,yannakakis,41,2.00
2194,leia,hellerstein,37,1.59
2195,george,skywalker,46,1.74
2196,sebastian,smith,53,1.52
2197,ludwig,organa,54,1.85
2198,ioannis,beethoven,46,1.56
2199,randy,hoare,44,1.94
2200,dhaval,biliris,27,1.78
2201,barack,solo,26,1.98
2202,jim,beethoven,44,1.93
2203,jeff,bach,53,1.69
2204,angelina,cohen,54,1.59
2205,luis,biliris,38,1.61
2206,jeremy,gravano,14,1.64
2207,ashish,kardashian,42,1.88
2208,adam,smith,46,1.99
2209,dhaval,cooper,59,1.51
2210,luke,ross,29,1.82
2211,steven,geambasu,16,1.86
2212,ethan,bellovin,27,2.00
2213,angus,spielberg,50,1.70
2214,jack,yannakakis,24,1.94
2215,barack,keromutis,54,1.96
2216,orestis,hetfield,46,1.79
2217,kenneth,hellerstein,48,1.58
2218,david,hanks,16,1.56
2219,david,hofstadter,19,1.62
2220,barack,beethoven,60,1.76
2221,ashish,katz,33,1.63
2222,joseph,skywalker,27,1.88
2223,cliff,hellerstein,17,1.61
2224,pam,spielberg,49,1.67
2225,leonard,cooper,52,1.77
2226,kim,hoare,14,1.72
2227,jim,geambasu,20,1.63
2228,barack,smith,26,1.84
2229,steven,paparas,47,1.63
2230,randy,keromutis,25,1.54
2231,dimitris,obama,18,1.72
2232,martha,osbourne,58,1.97
2233,sebastian,spielberg,39,1.63
2234,anakin,paparas,40,1.83
2235,ethan,osbourne,48,1.64
2236,pam,organa,27,1.78
2237,tom,smith,57,1.54
2238,tal,hofstadter,33,1.86
2239,ashish,kardashian,10,1.81
2240,rocco,hellerstein,44,1.73
2241,sebastian,beethoven,41,1.87
2242,jim,beethoven,23,1.85
2243,kanna,hellerstein,32,1.75
2244,simha,hofstadter,49,1.64
2245,angelica,hellerstein,19,1.85
2246,angelica,malkin,57,1.57
2247,malcolm,hetfield,30,1.97
2248,joseph,welles,51,1.78
2249,dhaval,morrison,34,1.96
2250,joseph,osbourne,31,1.87
2251,kim,young,34,1.68
2252,joseph,skywalker,42,1.62
2253,sebastian,bellovin,33,1.66
2254,ling,cooper,26,1.69
2255,barack,hofstadter,10,1.86
2256,luke,gravano,23,1.65
2257,tom,osbourne,46,1.87
2258,luke,chen,54,1.81
2259,rocco,yannakakis,57,1.92
2260,han,becker,12,1.78
2261,jeremy,dickinson,23,2.00
2262,jack,young,11,1.53
2263,malcolm,chen,27,1.76
2264,sheldon,spielberg,40,1.54
2265,adam,stonebraker,25,1.90
2266,luis,yannakakis,55,1.58
2267,sheldon,kardashian,32,1.91
2268,barack,dewitt,60,2.00
2269,eric,keromutis,37,1.87
2270,rocco,welles,60,1.52
2271,spock,bush,40,1.66
2272,anakin,hetfield,52,1.84
2273,spock,hetfield,57,1.56
2274,tom,paparas,45,1.65
2275,spock,becker,49,1.82
2276,barack,hetfield,44,1.62
2277,anakin,hellerstein,29,1.60
2278,ling,dickinson,51,1.68
2279,angelina,bach,41,1.95
2280,randy,osbourne,47,1.73
2281,dhaval,stonebraker,52,1.57
2282,vaggelis,hetfield,40,1.51
2283,malcolm,young,36,1.69
2284,kim,morrison,50,1.59
2285,martha,bellovin,26,1.59
2286,michael,polychroniou,56,1.81
2287,cliff,osbourne,22,1.76
2288,james,gravano,11,1.74
2289,jack,welles,30,1.68
2290,george,keromutis,15,2.00
2291,martha,osbourne,48,1.55
2292,martha,ross,11,1.77
2293,bruce,keromutis,24,1.67
2294,daniel,kardashian,57,1.84
2295,george,spielberg,60,1.83
2296,kenneth,bellovin,19,1.75
2297,sebastian,sitaridi,50,1.53
2298,sheldon,halford,21,1.70
2299,kanna,bush,53,1.99
2300,orestis,chen,58,1.94
2301,george,organa,57,1.87
2302,david,bach,14,1.67
2303,ioannis,servedio,47,1.53
2304,vaggelis,servedio,53,1.70
2305,kanna,hoare,16,1.83
2306,xi,halford,31,1.67
2307,leonard,skywalker,26,1.89
2308,simha,spielberg,10,1.88
2309,luis,obama,60,1.72
2310,barack,organa,58,1.54
2311,barack,bach,30,1.84
2312,luke,cohen,40,1.62
2313,jim,polychroniou,13,1.86
2314,pam,bellovin,32,1.74
2315,spock,papadimitriou,42,1.62
2316,michael,hoare,20,1.57
2317,aaron,paparas,52,1.85
2318,ozzy,welles,41,1.89
2319,malcolm,obama,39,1.75
2320,tom,biliris,38,1.83
2321,ludwig,welles,35,1.81
2322,jeremy,dewitt,21,1.97
2323,adam,ross,19,1.93
2324,tal,stonebraker,40,1.69
2325,spock,cohen,55,1.96
2326,kanna,stonebraker,20,2.00
2327,ethan,halford,15,1.63
2328,vaggelis,hanks,24,1.83
2329,kanna,malkin,41,1.64
2330,rocco,biliris,42,1.66
2331,ashish,polychroniou,60,1.91
2332,jeremy,bush,20,1.53
2333,kim,welles,37,1.54
2334,joseph,osbourne,47,1.87
2335,leonard,smith,45,1.92
2336,malcolm,stonebraker,41,1.74
2337,joe,cooper,37,1.87
2338,malcolm,dewitt,24,1.58
2339,barack,hanks,54,1.63
2340,jeremy,becker,29,1.78
2341,sebastian,hofstadter,56,1.96
2342,han,hellerstein,19,1.56
2343,cliff,geambasu,35,1.94
2344,sebastian,skywalker,17,1.80
2345,ling,cohen,11,1.84
2346,jeremy,kardashian,39,1.65
2347,eric,obama,57,1.72
2348,adam,hoare,43,1.65
2349,barack,hofstadter,48,1.78
2350,jim,kardashian,58,1.97
2351,joseph,hofstadter,36,1.97
2352,rocco,hoare,46,1.83
2353,bruce,gravano,46,1.87
2354,barack,cooper,58,1.65
2355,simha,solo,33,1.94
2356,vaggelis,obama,25,1.55
2357,randy,welles,46,1.53
2358,luke,hoare,29,1.57
2359,kim,biliris,56,1.95
2360,spock,smith,32,1.81
2361,george,servedio,60,1.58
2362,james,dewitt,31,1.97
2363,tal,skywalker,29,1.68
2364,john,servedio,53,1.59
2365,tom,chen,28,1.52
2366,vaggelis,katz,60,1.87
2367,vaggelis,paparas,27,1.95
2368,rocco,cohen,35,1.64
2369,orestis,solo,42,2.00
2370,sebastian,welles,12,1.77
2371,kenneth,hanks,44,1.72
2372,michael,beethoven,29,1.50
2373,spock,obama,37,1.87
2374,orestis,hanks,33,1.76
2375,han,rhoads,47,1.65
2376,jim,cooper,44,1.87
2377,angus,dickinson,29,1.66
2378,jim,paparas,26,1.96
2379,kenneth,biliris,37,1.74
2380,cliff,hellerstein,23,1.97
2381,angelica,keromutis,22,1.65
2382,aaron,bellovin,19,1.60
2383,jeremy,bush,13,1.71
2384,vaggelis,polychroniou,38,1.62
2385,tom,cooper,32,1.71
2386,angelica,geambasu,15,1.88
2387,simha,servedio,40,1.83
2388,martha,halford,47,1.68
2389,ozzy,servedio,51,1.74
2390,pam,hanks,42,1.74
2391,ozzy,geambasu,46,1.60
2392,alex,hetfield,27,1.63
2393,xi,keromutis,27,1.64
2394,vaggelis,paparas,42,1.98
2395,jim,becker,33,1.87
2396,randy,sitaridi,26,1.60
2397,ling,cohen,43,1.56
2398,eric,yannakakis,34,1.90
2399,barack,young,60,1.59
2400,ludwig,hetfield,53,1.91
2401,angelica,hellerstein,38,1.59
2402,kenneth,beethoven,53,1.60
2403,jack,rhoads,26,1.91
2404,anakin,papadimitriou,20,1.83
2405,tom,welles,60,1.67
2406,vaggelis,becker,27,1.98
2407,angelina,geambasu,59,1.91
2408,luke,hanks,15,1.91
2409,anakin,katz,25,1.57
2410,martha,rhoads,25,1.57
2411,luis,hofstadter,47,1.81
2412,leonard,sitaridi,14,1.71
2413,cliff,halford,29,1.78
2414,ling,hellerstein,33,1.60
2415,aaron,katz,16,1.96
2416,pam,yannakakis,51,1.61
2417,kim,hellerstein,25,1.80
2418,angelica,biliris,33,1.80
2419,daniel,hofstadter,15,1.84
2420,kenneth,obama,34,1.60
2421,george,morrison,46,1.68
2422,leia,gravano,53,1.83
2423,leonard,gravano,18,1.74
2424,ioannis,yannakakis,60,1.73
2425,bruce,hetfield,49,1.89
2426,bruce,katz,57,1.86
2427,pam,dewitt,37,1.77
2428,hila,becker,25,1.51
2429,george,skywalker,20,1.76
2430,randy,malkin,33,1.78
2431,dhaval,cohen,10,1.55
2432,jeff,hanks,24,1.74
2433,han,sitaridi,28,1.77
2434,barack,solo,45,1.89
2435,luke,bellovin,13,1.61
2436,spock,solo,60,1.93
2437,rocco,papadimitriou,36,1.59
2438,leonard,hellerstein,22,1.73
2439,hila,biliris,59,1.63
2440,tal,polychroniou,46,1.87
2441,eric,welles,40,1.78
2442,jim,hellerstein,13,1.64
2443,jeff,chen,42,1.81
2444,leia,hoare,26,1.81
2445,anakin,bellovin,27,1.66
2446,kenneth,papadimitriou,24,1.54
2447,daniel,kardashian,33,1.62
2448,dhaval,biliris,37,1.83
2449,daniel,sitaridi,19,1.56
2450,angus,rhoads,16,1.62
2451,anakin,rhoads,16,1.63
2452,luis,dewitt,42,1.72
2453,jeff,halford,45,1.74
2454,ioannis,geambasu,27,1.73
2455,cliff,kardashian,31,1.90
2456,orestis,paparas,27,1.98
2457,sebastian,katz,42,1.50
2458,jack,geambasu,55,1.88
2459,han,katz,30,1.75
2460,george,becker,11,1.52
2461,leonard,hofstadter,19,1.60
2462,cliff,ross,57,1.77
2463,daniel,biliris,33,1.92
2464,martha,cohen,28,1.64
2465,joseph,hoare,52,2.00
2466,eric,smith,14,1.60
2467,tal,dewitt,40,2.00
2468,ioannis,paparas,25,1.56
2469,jim,spielberg,13,1.74
2470,bruce,keromutis,50,1.74
2471,malcolm,young,38,1.88
2472,david,stonebraker,31,1.96
2473,dhaval,dewitt,50,1.62
2474,sheldon,biliris,27,1.68
2475,john,dewitt,47,1.98
2476,cliff,solo,28,1.51
2477,joseph,young,26,1.71
2478,adam,geambasu,25,1.81
2479,aaron,polychroniou,48,1.93
2480,eric,bush,17,1.59
2481,sheldon,welles,23,1.71
2482,leonard,osbourne,59,1.80
2483,kim,rhoads,34,1.59
2484,leonard,hofstadter,58,1.92
2485,steven,gravano,45,1.63
2486,luke,paparas,25,1.75
2487,xi,kardashian,39,1.53
2488,rocco,geambasu,47,1.60
2489,david,dewitt,59,2.00
2490,dimitris,becker,11,1.71
2491,dhaval,osbourne,20,1.75
2492,tal,gravano,36,1.82
2493,ling,bellovin,45,1.85
2494,malcolm,smith,33,1.75
2495,alex,biliris,41,1.76
2496,eric,biliris,55,1.93
2497,dhaval,osbourne,48,1.68
2498,martha,chen,36,1.89
2499,hila,paparas,44,1.60
2500,aaron,hoare,44,1.59
2501,jeremy,ross,58,1.93
2502,alex,spielberg,14,1.96
2503,martha,beethoven,42,1.60
2504,angus,obama,33,1.51
2505,malcolm,morrison,48,1.60
2506,john,rhoads,10,1.88
2507,alex,hoare,27,1.84
2508,tal,hofstadter,58,1.75
2509,eric,kardashian,50,1.70
2510,luke,sitaridi,12,1.69
2511,ozzy,bach,26,1.59
2512,ling,malkin,32,1.89
2513,tal,malkin,18,1.59
2514,steven,spielberg,19,1.58
2515,james,yannakakis,41,1.76
2516,ling,polychroniou,31,1.53
2517,leonard,skywalker,60,1.85
2518,jeff,rhoads,31,1.52
2519,hila,smith,21,1.87
2520,alex,morrison,32,1.84
2521,orestis,hetfield,57,1.54
2522,kanna,becker,16,1.55
2523,dhaval,stonebraker,23,1.62
2524,sheldon,bellovin,30,1.58
2525,eric,osbourne,34,1.70
2526,sebastian,hetfield,37,1.69
2527,angelina,papadimitriou,36,1.89
2528,luis,malkin,40,1.72
2529,angelica,malkin,11,1.50
2530,leonard,hetfield,52,1.58
2531,aaron,kardashian,49,1.54
2532,ling,bush,57,1.58
2533,joseph,geambasu,10,1.95
2534,daniel,gravano,40,1.51
2535,david,becker,34,1.80
2536,daniel,welles,34,1.78
2537,hila,bush,25,1.75
2538,anakin,ross,52,1.57
